time,msg,codes,model,short_width,long_width,gap_limit,reset_limit,lengthBits,hex_data,binary_data,rowCount
@0.031347s,,,Unknown1,500.000,500.000,7000.000,10000.000,162,AAAAAAAAAAAAAAAA2DD4075B0A013000E078022400,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000010100000000100110000000000001110000001111000000000100010010000,1
@0.031319s,,,Unknown1,500.000,500.000,7000.000,10000.000,156,AAAAAAAAAAAAAAAA2DD4DE6605009900793C0040,101010101010101010101010101010101010101010101010101010101010101000101101110101001101111001100110000001010000000010011001000000000111100100111100000000000100,1
@0.046527s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4DCCC05013200FF780080,1010101010101010101010101010101010101010101010101010101010101010001011011101010011011100110011000000010100000001001100100000000011111111011110000000000010000,1
@0.154195s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.154199s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.045933s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.021247s,,,Unknown1,500.000,500.000,7000.000,10000.000,161,AAAAAAAAAAAAAAAA2DD4DCCC0A013200F270013800,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000001010000000010011001000000000111100100111000000000001001110000,1
@0.129604s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.056198s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4DCCC05013200FF780080,1010101010101010101010101010101010101010101010101010101010101010001011011101010011011100110011000000010100000001001100100000000011111111011110000000000010000,1
@0.023203s,,,Unknown1,500.000,500.000,7000.000,10000.000,156,AAAAAAAAAAAAAAAA2DD4075B05012A00F1780220,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111000101111000000000100010,1
@0.046257s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.154172s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.023206s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F278022C,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111001001111000000000100010110,1
@0.023146s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F278022C,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111001001111000000000100010110,1
@0.023153s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F278022C,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111001001111000000000100010110,1
@0.023156s,,,Unknown1,500.000,500.000,7000.000,10000.000,156,AAAAAAAAAAAAAAAA2DD4075B05012A00F3780220,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111001101111000000000100010,1
@0.033282s,,,Unknown1,500.000,500.000,7000.000,10000.000,140,AAAAAAAAAAAAAAAA2DD4DD401401DEF001A0,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111010100000000010100000000011101111011110000000000011010,1
@0.023140s,,,Unknown1,500.000,500.000,7000.000,10000.000,156,AAAAAAAAAAAAAAAA2DD4075B05012A00F3780220,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111001101111000000000100010,1
@0.023158s,,,Unknown1,500.000,500.000,7000.000,10000.000,156,AAAAAAAAAAAAAAAA2DD4075B05012A00F3780220,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111001101111000000000100010,1
@0.023197s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00EF7800D0,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011101111011110000000000011010,1
@0.023163s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B05012A00F47802D0,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100000101000000010010101000000000111101000111100000000010110100,1
@0.023169s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA6DD4075B05012A00FEF862DE,10101010101010101010101010101010101010101010101010101010101010100110110111010100000001110101101100000101000000010010101000000000111111101111100001100010110111,1
@0.023196s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00EF7800D0,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011101111011110000000000011010,1
@0.023204s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00EF7800D0,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011101111011110000000000011010,1
@0.045765s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.154233s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.023162s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B05012A00F57802D0,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100000101000000010010101000000000111101010111100000000010110100,1
@0.164274s,,,Unknown1,500.000,500.000,7000.000,10000.000,162,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C800009800,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000000001001100000,1
@0.046224s,,,Unknown1,500.000,500.000,7000.000,10000.000,163,AAAAAAAAAAAAAAAA2DD4DCCC05009900801E004280,1010101010101010101010101010101010101010101010101010101010101010001011011101010011011100110011000000010100000000100110010000000010000000000111100000000001000010100,1
@0.154229s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.023157s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B05012A00F57802D0,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100000101000000010010101000000000111101010111100000000010110100,1
@0.023164s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B05012A00F57802D0,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100000101000000010010101000000000111101010111100000000010110100,1
@0.023158s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F67802D0,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111011001111000000000101101000,1
@0.023200s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00EF7800D0,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011101111011110000000000011010,1
@0.023173s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F67802D0,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111011001111000000000101101000,1
@0.023164s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F67802D0,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111011001111000000000101101000,1
@0.033358s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05012A00F67802D0,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100101010000000001111011001111000000000101101000,1
@0.023241s,,,Unknown1,500.000,500.000,7000.000,10000.000,162,AAAAAAAAAAAAAAAA2DD4075B050095007B3C016880,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000010010101000000000111101100111100000000010110100010,1
@0.029170s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.229877s,,,Unknown1,500.000,500.000,7000.000,10000.000,119,AAAAAAAAAAAAAAAA2DD4075A050094,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101000000101000000001001010,1
@0.055481s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.164280s,,,Unknown1,500.000,500.000,7000.000,10000.000,162,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C800005900,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000000000101100100,1
@0.154225s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C8000058,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000000000101100,1
@0.045473s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.154247s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.023080s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B05011E00E5780230,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000010100000001000111100000000011100101011110000000001000110,1
@0.154122s,,,Unknown1,500.000,500.000,7000.000,10000.000,141,AAAAAAAAAAAAAAAA2DD4DCCC6510461E0000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011001010001000001000110000111100000000000000,1
@0.045871s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4EEA005010A00E0780024,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000000001010000000100001010000000001110000001111000000000000010010,1
@0.046648s,,,Unknown1,500.000,500.000,7000.000,10000.000,155,AAAAAAAAAAAAAAAA2DD4DCCC0A013200F2780080,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000001010000000010011001000000000111100100111100000000000100,1
@0.154177s,,,Unknown1,500.000,500.000,7000.000,10000.000,141,AAAAAAAAAAAAAAAA2DD4DCCC6A30461E0000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100011000001000110000111100000000000000,1
@0.046225s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4DCCC0A013200E9780094,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100000010100000000100110010000000001110100101111000000000001001010,1
@0.056597s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.164255s,,,Unknown1,500.000,500.000,7000.000,10000.000,141,AAAAAAAAAAAAAAAA2DD4EEA06510461E0000,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010001000001000110000111100000000000000,1
@0.055941s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.164248s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C8001300,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000110010100000000110010001100100011001000000000000001001100000,2
@0.055768s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.154212s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.023116s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.023116s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.023100s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B0A013000E3780228,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000010100000000100110000000000001110001101111000000000100010100,1
@0.164332s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.046256s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4DCCC0A013200E9780094,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100000010100000000100110010000000001110100101111000000000001001010,1
@0.023129s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E1780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000010111100000000010001010,1
@0.055525s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.164307s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.056363s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.064278s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E1780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000010111100000000010001010,1
@0.040634s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E1780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000010111100000000010001010,1
@0.295380s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.023056s,,,Unknown1,500.000,500.000,7000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B05011E00F7780220,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000010100000001000111100000000011110111011110000000001000100,1
@0.045811s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.045809s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154195s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.046227s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154169s,,,Unknown1,500.000,500.000,7000.000,10000.000,147,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000,1
@0.023070s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.046737s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.045636s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154221s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.045734s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.045573s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.046054s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154171s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.045854s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154171s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.023063s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023064s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023062s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023060s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023064s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.070844s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.416316s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.308028s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.023068s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.046687s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154168s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.056393s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.023066s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023073s,,,Unknown1,500.000,500.000,7000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.045880s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154158s,,,Unknown1,500.000,500.000,7000.000,10000.000,150,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80010,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000100,2
@0.046486s,,,Unknown1,500.000,500.000,7000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
